SITIODESEMBARCO_ESPECIE_CAT;Cuartil_inf_Precio_Esp_Cat_Hist;Cuartil_sup_Precio_Esp_Cat_Hist
Puerto Amor_Hoplias malabaricus_Revuelto;1801;3750
Barrio Arriba - Barbosa (Magangué)_Prochilodus magdalenae_Pequeño;3521;4902
Muelle Las Flores_Caulolatilus affinis_Grande;3000;5000
Nueva Estrella_Pimelodus yuma_Revuelto;2321;2864
Bahía de Santa Marta_Caranx crysos_Revuelto;7319;14019
La Isla de los Palacios_Hoplias malabaricus_Revuelto;1179;1798
Las Tenazas_Lutjanus griseus_Grande;21542;24898
Puerto Montecristo_Oreochromis niloticus_Pequeño;7990;8015
Puerto Montecristo_Plagioscion magdalenae_Grande;10945;11047
Puerto Montecristo_Pimelodus yuma_Revuelto;3692;8022
Puerto Montecristo_Cyphocharax magdalenae_Revuelto;1041;1640
Bocas del Atrato_Centropomus undecimalis_Grande;17917;22000
Barrio Arriba - Barbosa (Magangué)_Hoplias malabaricus_Grande;1179;1646
Barrio Arriba - Barbosa (Magangué)_Plagioscion magdalenae_Pequeño;1687;4358
Mercado (Lorica)_Hoplias malabaricus_Revuelto;2646;5507
Barrio Santa Lucía_Menticirrhus americanus_Mediano;12000;15035
Puerto Amor_Oreochromis niloticus_Revuelto;4000;8077
Puerto Amor_Plagioscion magdalenae_Revuelto;6000;8097
Muelle Las Flores_Lutjanus guttatus_Platero (para pargos);21472;25000
Muelle Las Flores_Lutjanus guttatus_Mediano;10497;16000
Muelle Las Flores_Lutjanus guttatus_Pequeño;5000;10000
Muelle Las Flores_Sciades dowii_Grande;5000;7000
Mercado (Lorica)_Prochilodus magdalenae_Pequeño;3365;8239
Barrio Arriba - Barbosa (Magangué)_Megaleporinus muyscorum_Grande;1887;2443
Arquimedes_Trichiurus lepturus_Revuelto;4281;7138
Plaza de mercado (La Dorada)_Prochilodus magdalenae_Pequeño;2583;6929
Plaza de mercado (La Dorada)_Pimelodus yuma_Pequeño;3857;8990
Puerto Colorado_Pseudoplatystoma magdaleniatum_Grande;6000;14004
Mercado (Lorica)_Cynopotamus atratoensis_Revuelto;2269;5310
Arquimedes_Sciades proops_Grande;8970;10000
Barrio Arriba - Barbosa (Magangué)_Sorubim cuspicaudus_Pequeño;3367;5072
Barrio Arriba - Barbosa (Magangué)_Hoplias malabaricus_Mediano;1349;1847
Puerto Amor_Sorubim cuspicaudus_Revuelto;5957;8333
Puerto Amor_Pseudoplatystoma magdaleniatum_Pequeño;5028;8333
Puerto Amor_Plagioscion magdalenae_Pequeño;4000;8571
Plaza de mercado (La Dorada)_Pimelodus grosskopfii_Revuelto;10909;21999
San José_Prochilodus magdalenae_Pequeño;5474;13186
San José_Oreochromis niloticus_Pequeño;3000;3000
Puerto Colorado_Prochilodus magdalenae_Pequeño;5207;7865
Puerto Colorado_Cynopotamus magdalenae_Revuelto;1491;2500
La Mata_Prochilodus magdalenae_Mediano;4800;8000
La Mata_Prochilodus magdalenae_Pequeño;2400;6200
La Mata_Plagioscion magdalenae_Pequeño;1600;2000
Puerto Triunfo_Salminus affinis_Revuelto;10000;10042
Pomeño_Scomberomorus sierra_Revuelto;12000;14000
Pomeño_Notarius troschelii_Revuelto;10000;10000
Pomeño_Caranx caninus_Revuelto;12000;14000
Pomeño_Centropomus armatus_Revuelto;14000;16000
Pomeño_Cynoscion phoxocephalus_Mediano;12000;14000
Pomeño_Larimus argenteus_Mediano;12100;13900
Pomeño_Menticirrhus panamensis_Mediano;12000;12000
Pomeño_Parapsettus panamensis_Pequeño;12000;12000
Puerto Antequera_Prochilodus magdalenae_Mediano;5898;8700
Puerto Antequera_Pseudoplatystoma magdaleniatum_Mediano;10000;10000
Plaza de mercado (La Dorada)_Isorineloricaria tenuicauda_Revuelto;3452;5595
La Mata_Megaleporinus muyscorum_Revuelto;2400;6200
Puerto Amor_Sorubim cuspicaudus_Grande;5957;8586
San José_Oreochromis niloticus_Grande;5000;5000
Puerto Colorado_Sorubim cuspicaudus_Grande;6000;14023
Doña Ana_Oreochromis niloticus_Pequeño;2995;6004
Doña Ana_Plagioscion magdalenae_Pequeño;2981;3032
Doña Ana_Sorubim cuspicaudus_Grande;4000;10000
La Mata_Curimata mivartii_Revuelto;1600;1600
El Malecón (Neiva)_Pimelodus grosskopfii_Revuelto;11041;13050
El Malecón (Neiva)_Prochilodus magdalenae_Revuelto;11996;15000
El Malecón (Neiva)_Hypostomus niceforoi_Revuelto;10965;12025
El Malecón (Neiva)_Chaetostoma milesi_Revuelto;10579;12226
El Malecón (Neiva)_Chaetostoma brevilabiatum_Revuelto;10968;12019
Tasajera La Playa_Scomberomorus cavalla_Grande;19941;20121
Tasajera La Playa_Sciades proops_Grande;7947;8000
Tasajera La Playa_Elops smithi_Grande;5000;5000
Puerto Antequera_Pimelodus yuma_Revuelto;3110;6000
El Malecón (Neiva)_Oreochromis niloticus_Revuelto;4839;5155
Puerto Real - Saloa_Pimelodus yuma_Revuelto;4800;6400
Tasajera La Playa_Centropomus undecimalis_Grande;17935;18000
Muelle Las Flores_Cynoscion albus_Pequeño;10000;13000
Tasajera La Playa_Anisotremus surinamensis_Mediano;5000;6000
Cispataca_Megaleporinus muyscorum_Revuelto;3333;4714
Puerto Real - Saloa_Prochilodus magdalenae_Pequeño;3600;5200
La Boquilla_Penaeus schmitti_Revuelto;17989;34902
El Ferry_Triportheus magdalenae_Revuelto;597;602
El Malecón (Neiva)_Megaleporinus muyscorum_Revuelto;11030;14048
Puerto Triunfo_Piaractus brachypomus_Revuelto;11000;12017
Puerto Real - Saloa_Oreochromis niloticus_Grande;4000;8000
Puerto Real - Saloa_Oreochromis niloticus_Pequeño;2208;3780
El Malecón (Neiva)_Ichthyoelephas longirostris_Revuelto;12011;14999
El Malecón (Neiva)_Spatuloricaria gymnogaster_Revuelto;10950;13017
Aparca_Leporinus subniger_Revuelto;16000;16000
Aparca_Hypostomus oculeus_Revuelto;15932;16000
Aparca_Prochilodus rubrotaeniatus_Revuelto;16000;16000
Puerto Real - Saloa_Plagioscion magdalenae_Pequeño;2000;3200
Muelle La Samaritana_Brotula clarkae_Grande;15000;17000
Muelle La Samaritana_Brotula clarkae_Pequeño;3000;3000
Muelle La Samaritana_Caulolatilus affinis_Grande;4000;5000
Tasajera La Playa_Lutjanus synagris_Mediano;20000;20000
Tasajera La Playa_Balistes vetula_Grande;3000;4000
Tasajera La Playa_Balistes capriscus_Mediano;3000;4000
Tasajera La Playa_Haemulon plumieri_Mediano;5000;6000
Tasajera La Playa_Conodon nobilis_Mediano;5000;5000
Aparca_Salminus hilarii_Revuelto;15923;16000
Tasajera La Playa_Scomberomorus brasiliensis_Mediano;9000;9000
Puerto del Cerrito_Prochilodus magdalenae_Pequeño;2000;6000
Puerto del Cerrito_Triportheus magdalenae_Revuelto;800;800
San José_Plagioscion magdalenae_Pequeño;2983;3016
San José_Plagioscion magdalenae_Grande;4974;5000
Cispataca_Rhamdia guatemalensis_Revuelto;668;689
Tasajera La Playa_Caranx hippos_Mediano;6000;7000
Tasajera La Playa_Caranx crysos_Mediano;7979;8000
La Boquilla_Lutjanus purpureus_Mediano;19493;30472
La Boquilla_Centropomus undecimalis_Pequeño;6958;19967
Puerto del Cerrito_Plagioscion magdalenae_Pequeño;1400;2000
Puerto del Cerrito_Cynopotamus magdalenae_Pequeño;1400;2000
Aparca_Pseudoplatystoma punctifer_Revuelto;20000;20000
Aparca_Zungaro zungaro_Revuelto;20000;20000
Cispataca_Colossoma macropomum_Grande;4986;6455
Tasajera La Playa_Katsuwonus pelamis_Mediano;4000;6500
Locadía_Lutjanus synagris_Pequeño;7805;13333
Locadía_Haemulon bonariense_Pequeño;5000;5000
Puerto del Cerrito_Megaleporinus muyscorum_Pequeño;1400;2000
Puerto del Cerrito_Triportheus magdalenae_Pequeño;800;800
Locadía_Ariopsis canteri_Revuelto;10000;10000
Sicará_Prochilodus magdalenae_Varios tamaños;6459;9569
Clarinetero_Pseudoplatystoma orinocoense_Grande;10000;15000
Clarinetero_Pseudoplatystoma orinocoense_Mediano;8000;12000
Clarinetero_Pseudoplatystoma metaense_Grande;10000;15000
Clarinetero_Hemisorubim platyrhynchos_Varios tamaños;2500;5000
Clarinetero_Sorubim lima_Varios tamaños;2500;5000
La Boquilla_Cathorops mapale_Revuelto;2535;3642
Locadía_Sciades proops_Mediano;10000;10000
Locadía_Caranx hippos_Revuelto;10000;12928
Puerto del Cerrito_Prochilodus magdalenae_Mediano;5000;8000
Locadía_Trichiurus lepturus_Revuelto;3427;10582
Sicará_Prochilodus magdalenae_Pequeño;4151;8879
Puerto Bogotá_Pimelodus yuma_Revuelto;3650;7143
Aparca_Hemisorubim platyrhynchos_Revuelto;16000;16000
Clarinetero_Pseudoplatystoma orinocoense_Pequeño;5000;9000
Clarinetero_Mylossoma albiscopum_Varios tamaños;2000;3000
Clarinetero_Piaractus orinoquensis_Pequeño;6300;9000
Doña Ana_Plagioscion magdalenae_Grande;4000;6007
Doña Ana_Hoplias malabaricus_Revuelto;1052;2139
Locadía_Haemulon bonariense_Revuelto;8044;8844
Sicará_Prochilodus magdalenae_Mediano;6314;10814
Puerto Bogotá_Pseudoplatystoma magdaleniatum_Revuelto;15484;20486
Aparca_Brycon falcatus_Revuelto;12000;14600
Pomeño_Mugil curema_Mediano;12000;12000
Pomeño_Menticirrhus panamensis_Revuelto;12000;14000
Pomeño_Centropomus medius_Revuelto;14000;16000
Marralú_Megaleporinus muyscorum_Revuelto;2110;4878
Marralú_Pimelodus yuma_Revuelto;2000;2500
Virudó_Brycon meeki_Revuelto;12000;12000
Puerto Franco_Oreochromis niloticus_Pequeño;2500;4506
El Muelle (Barrancabermeja)_Prochilodus magdalenae_Mediano;3845;9257
El Muelle (Barrancabermeja)_Prochilodus magdalenae_Pequeño;2804;6969
El Muelle (Barrancabermeja)_Hypostomus sp. 2_Revuelto;7041;7041
Yaguará_Oreochromis niloticus_Grande;3600;6003
Yaguará_Oreochromis niloticus_Pequeño;2000;3201
Yaguará_Oreochromis spp._Revuelto;3448;6399
Yaguará_Coptodon rendalli_Revuelto;1967;2643
Santa Clara_Prochilodus magdalenae_Grande;9346;12000
Santa Clara_Hoplias malabaricus_Revuelto;2114;4107
Santa Clara_Sorubim cuspicaudus_Pequeño;5000;6750
Puerto Franco_Cyphocharax magdalenae_Revuelto;545;2169
El Muelle (Barrancabermeja)_Pseudoplatystoma magdaleniatum_Mediano;11987;17975
El Muelle (Barrancabermeja)_Sorubim cuspicaudus_Revuelto;9858;14028
El Pájaro_Scomberomorus cavalla_Mediano;9401;12000
Dorada_Oreochromis niloticus_Grande;10000;10000
Dorada_Plagioscion magdalenae_Grande;5964;6022
Barrio La Unión_Elops smithi_Revuelto;4627;6834
Barrio La Unión_Mugil incilis_Revuelto;2979;4108
Barrio La Unión_Oligoplites saurus_Revuelto;1343;3000
Yaguará_Caquetaia kraussii_Revuelto;1967;2494
Playa Pescadores - Capurganá_Elagatis bipinnulata_Pequeño;20000;20000
Playa Pescadores - Capurganá_Seriola dumerili_Grande;20000;20000
Playa Pescadores - Capurganá_Thunnus albacares_Pequeño;14000;15000
Tajamar Occidental_Trichiurus lepturus_Grande;4677;7960
Tajamar Occidental_Macrodon ancylodon_Revuelto;8979;11462
Bocas de Seheve_Prochilodus magdalenae_Grande;9124;11942
Bocas de Seheve_Megaleporinus muyscorum_Revuelto;2529;7464
Bocas de Seheve_Cynopotamus magdalenae_Revuelto;768;1487
Puerto Franco_Megaleporinus muyscorum_Revuelto;2741;7200
Puerto Franco_Prochilodus magdalenae_Mediano;4389;9375
Barrio La Unión_Eugerres plumieri_Revuelto;3167;6000
Policía fluvial (Quibdó)_Prochilodus magdalenae_Revuelto;1500;8897
Yaguará_Prochilodus magdalenae_Revuelto;15934;21986
Dorada_Sorubim cuspicaudus_Grande;6954;7053
Puerto Franco_Pseudoplatystoma magdaleniatum_Grande;6000;12005
Puerto Franco_Prochilodus magdalenae_Grande;7000;11000
Barrio La Unión_Sciades proops_Pequeño;1985;8055
El Ferry_Prochilodus magdalenae_Revuelto;5982;8998
El Ferry_Prochilodus magdalenae_Pequeño;3197;6009
El Ferry_Megaleporinus muyscorum_Revuelto;2942;4000
El Ferry_Spatuloricaria gymnogaster_Revuelto;1965;2026
El Ferry_Curimata mivartii_Revuelto;2961;3021
Tajamar Occidental_Sciades proops_Grande;9259;11005
Tajamar Occidental_Lobotes surinamensis_Pequeño;9677;14930
Dorada_Prochilodus magdalenae_Pequeño;5994;10000
Dorada_Pseudoplatystoma magdaleniatum_Pequeño;2951;3067
Bocas de Seheve_Pseudoplatystoma magdaleniatum_Grande;5978;6017
Bocas de Seheve_Prochilodus magdalenae_Mediano;5186;9756
Bocas de Seheve_Sorubim cuspicaudus_Pequeño;2914;3026
El Pájaro_Scomberomorus cavalla_Revuelto;11330;12043
Concepción - Tacamocho_Pseudoplatystoma magdaleniatum_Pequeño;5000;10000
Concepción - Tacamocho_Sorubim cuspicaudus_Grande;5515;10000
Concepción - Tacamocho_Plagioscion magdalenae_Grande;5000;10000
Concepción - Tacamocho_Pseudoplatystoma magdaleniatum_Mediano;7000;15000
Concepción - Tacamocho_Megaleporinus muyscorum_Grande;3893;4842
Tajamar Occidental_Sciades proops_Mediano;8937;10000
Tajamar Occidental_Sciades proops_Pequeño;8823;10000
Montaño_Prochilodus magdalenae_Revuelto;1386;4428
Bocas de Seheve_Hoplias malabaricus_Revuelto;2393;4499
Puerto Franco_Plagioscion magdalenae_Grande;3500;6010
Puerto Franco_Plagioscion magdalenae_Pequeño;2000;3012
Barrio La Unión_Sciades proops_Revuelto;8838;9000
El Ferry_Cynopotamus magdalenae_Revuelto;2927;3061
Puerto Wilches_Pseudoplatystoma magdaleniatum_Grande;14000;18000
Puerto Wilches_Pseudoplatystoma magdaleniatum_Revuelto;10000;16000
Puerto Wilches_Sorubim cuspicaudus_Revuelto;10000;16000
Puerto Wilches_Prochilodus magdalenae_Revuelto;5894;10000
Dorada_Pseudoplatystoma magdaleniatum_Grande;6952;7070
Doña Ana_Sorubim cuspicaudus_Pequeño;2948;3106
El Pájaro_Caranx crysos_Revuelto;3481;4000
El Pájaro_Calamus calamus_Revuelto;3333;4000
El Pájaro_Lachnolaimus maximus_Revuelto;3333;6000
El Pájaro_Lutjanus analis_Revuelto;9231;12000
Puerto Boca_Pseudoplatystoma magdaleniatum_Revuelto;8885;11922
Puerto Boca_Prochilodus magdalenae_Revuelto;6111;10043
Puerto Boca_Pimelodus yuma_Pequeño;3915;4000
Puerto Boca_Sorubim cuspicaudus_Pequeño;7421;10089
Dorada_Curimata mivartii_Revuelto;1064;1550
Dorada_Megaleporinus muyscorum_Revuelto;1762;2400
Puerto del Cerrito_Oreochromis niloticus_Grande;6000;7000
Puerto del Cerrito_Oreochromis niloticus_Pequeño;2000;4000
Puerto del Cerrito_Plagioscion magdalenae_Grande;4978;5000
Barrio La Unión_Sciades proops_Mediano;8653;9000
Puerto Franco_Sorubim cuspicaudus_Grande;4000;10000
Puerto del Cerrito_Prochilodus magdalenae_Grande;8000;10000
Dorada_Plagioscion magdalenae_Pequeño;1949;2044
Barrio Pambelé_Sciades proops_Mediano;10571;12000
Barrio Pambelé_Lobotes surinamensis_Mediano;12000;13800
Puerto Wilches_Piaractus brachypomus_Revuelto;5958;8250
Dorada_Pimelodus yuma_Revuelto;5952;6037
Bahía de Santa Marta_Thunnus alalunga_Grande;6380;17934
Bahía de Santa Marta_Thunnus alalunga_Mediano;4067;16108
Bahía de Santa Marta_Thunnus alalunga_Pequeño;4214;11387
Arroyito_Lutjanus synagris_Pequeño;9944;10000
Puerto Franco_Hoplias malabaricus_Revuelto;2527;6110
Barrio Pambelé_Centropomus undecimalis_Mediano;18868;20000
Bocas de Seheve_Plagioscion magdalenae_Pequeño;2927;3076
Arroyito_Mugil incilis_Pequeño;5961;6000
Barrio Pambelé_Centropomus undecimalis_Grande;19643;19946
Barrio La Unión_Euthynnus alletteratus_Revuelto;5000;8000
Puerto Barrio El Progreso_Prochilodus magdalenae_Revuelto;3594;9052
Puerto Barrio El Progreso_Curimata mivartii_Revuelto;1985;2328
Puerto Boca_Prochilodus magdalenae_Pequeño;3810;4007
Puerto Boca_Pseudoplatystoma magdaleniatum_Grande;10000;12313
Purricha_Bagre pinnimaculatus_Revuelto;5000;10000
Purricha_Lutjanus argentiventris_Mediano;12000;14000
Mulatos_Megalops atlanticus_Mediano;11978;21990
Mulatos_Centropomus undecimalis_Mediano;20000;25000
Santa Clara_Prochilodus magdalenae_Mediano;5801;6667
Doña Ana_Pseudoplatystoma magdaleniatum_Grande;5000;10000
Mulatos_Sciades proops_Mediano;12000;13936
Popoya Playa_Caranx crysos_Mediano;8571;12000
Popoya Playa_Lutjanus analis_Mediano;10714;17333
Popoya Playa_Haemulon plumieri_Mediano;5714;9375
Arroyito_Caranx hippos_Grande;9973;9996
Montaño_Hoplias malabaricus_Revuelto;886;2244
Popoya Playa_Archosargus rhomboidalis_Mediano;5714;8000
Popoya Playa_Lutjanus synagris_Mediano;10714;17000
Mulatos_Lobotes surinamensis_Mediano;12000;13981
Puerto Maco/Puerto Momico_Pimelodus grosskopfii_Revuelto;17975;18010
Loma - San Sebastián_Oreochromis niloticus_Mediano;3664;7434
Las Brisas_Prochilodus magdalenae_Grande;7900;10000
Las Brisas_Plagioscion magdalenae_Grande;6000;8000
Las Brisas_Cynopotamus magdalenae_Revuelto;800;1480
Popoya Playa_Cynoscion leiarchus_Mediano;5714;8327
Campo alegre_Sorubim cuspicaudus_Grande;4945;5000
Campo alegre_Sorubim cuspicaudus_Pequeño;3875;4055
Campo alegre_Pseudoplatystoma magdaleniatum_Pequeño;3923;4060
San Antonio de Padua_Prochilodus magdalenae_Revuelto;1566;2000
San Antonio de Padua_Megaleporinus muyscorum_Revuelto;801;2500
San Antonio de Padua_Pimelodus punctatus_Revuelto;818;2000
San Antonio de Padua_Sturisomatichthys panamensis_Revuelto;1583;2014
Loma - San Sebastián_Oreochromis niloticus_Revuelto;4650;8636
Las Brisas_Prochilodus magdalenae_Mediano;8163;10959
Puerto Maco/Puerto Momico_Oreochromis niloticus_Revuelto;5993;6200
Popoya Playa_Calamus penna_Pequeño;5714;8000
Purricha_Lutjanus argentiventris_Pequeño;11600;14000
Loma - San Sebastián_Oreochromis niloticus_Grande;4517;7318
Pizarro_Lutjanus guttatus_Revuelto;14800;17200
Pizarro_Centropomus robalito_Revuelto;14000;24000
Pizarro_Scomberomorus sierra_Grande;8000;9000
Pizarro_Scomberomorus sierra_Pequeño;5000;5000
Pizarro_Peprilus medius_Grande;8000;9000
Pizarro_Macrodon mordax_Revuelto;8000;8000
Cispataca_Ageneiosus pardalis_Grande;5000;7020
Campo alegre_Plagioscion magdalenae_Pequeño;3940;4048
Doña Ana_Prochilodus magdalenae_Pequeño;4145;7188
Doña Ana_Cynopotamus magdalenae_Revuelto;930;1200
Las Brisas_Pseudoplatystoma magdaleniatum_Mediano;4966;7013
Las Brisas_Sorubim cuspicaudus_Grande;5995;8995
Popoya Playa_Scomberomorus brasiliensis_Grande;19048;19048
Popoya Playa_Caranx crysos_Grande;10152;12000
Popoya Playa_Seriola zonata_Mediano;5000;6917
Bahía de Santa Marta_Panulirus argus_Revuelto;20605;40286
Bahía de Santa Marta_Lutjanus mahogoni_Mediano;15930;22200
Bahía de Santa Marta_Upeneus parvus_Mediano;3779;10476
Pizarro_Cynoscion albus_Grande;15000;18000
Cispataca_Trichopodus pectoralis_Revuelto;415;853
Bocas del Atrato_Sciades proops_Grande;6944;8000
Chacón_Centropomus medius_Varios tamaños;8000;8500
Chacón_Notarius troschelii_Varios tamaños;7000;10000
Chacón_Lutjanus peru_Varios tamaños;8966;13000
Chacón_Nebris occidentalis_Varios tamaños;6000;8000
Popoya Playa_Lutjanus cyanopterus_Mediano;5385;8000
Popoya Playa_Calamus penna_Mediano;5714;8000
Purricha_Kyphosus elegans_Grande;12000;14000
Campo alegre_Megaleporinus muyscorum_Revuelto;1176;1923
Las Brisas_Oreochromis niloticus_Grande;8966;10000
Las Brisas_Pseudoplatystoma magdaleniatum_Grande;6990;10000
Candelaria (Achí)_Sorubim cuspicaudus_Pequeño;5835;6098
Candelaria (Achí)_Pseudoplatystoma magdaleniatum_Pequeño;5840;6098
Popoya Playa_Sphyraena barracuda_Mediano;5542;8522
Cecilia_Sorubim cuspicaudus_Grande;5960;6049
Cecilia_Sorubim cuspicaudus_Pequeño;2955;3110
Cecilia_Pseudoplatystoma magdaleniatum_Mediano;5965;6044
Puerto Maco/Puerto Momico_Prochilodus magdalenae_Revuelto;15812;16071
Candelaria (Achí)_Prochilodus magdalenae_Pequeño;7895;10000
Chacón_Larimus argenteus_Varios tamaños;8000;8000
Chacón_Cynoscion albus_Varios tamaños;9000;13000
Chacón_Centropomus armatus_Varios tamaños;9000;12000
Campo alegre_Cyphocharax magdalenae_Revuelto;1000;1435
Cispataca_Pimelodus yuma_Revuelto;2185;4286
Cispataca_Curimata mivartii_Revuelto;1965;3319
Candelaria (Achí)_Caquetaia kraussii_Revuelto;1111;2793
Las Brisas_Hoplias malabaricus_Revuelto;1526;2564
Mayapo_Panulirus argus_Grande;30000;37903
Mayapo_Panulirus argus_Mediano;17857;25000
Mayapo_Panulirus argus_Pequeño;7692;10000
Loma - San Sebastián_Cyphocharax magdalenae_Pequeño;1088;2086
Loma - San Sebastián_Caquetaia kraussii_Pequeño;1847;2910
Loma - San Sebastián_Hoplias malabaricus_Pequeño;2676;4272
Loma - San Sebastián_Prochilodus magdalenae_Mediano;4184;10460
Purricha_Notarius troschelii_Mediano;10000;10000
Purricha_Bagre pinnimaculatus_Grande;5000;10000
Puerto Maco/Puerto Momico_Oreochromis spp._Revuelto;5954;6197
Campo alegre_Oreochromis niloticus_Grande;4972;5000
Loma - San Sebastián_Hoplias malabaricus_Mediano;3246;5013
Las Brisas_Megaleporinus muyscorum_Revuelto;1200;2755
Casino_Bagre filamentosus_Revuelto;10227;12004
Loma - San Sebastián_Caquetaia kraussii_Mediano;2819;4505
Loma - San Sebastián_Sorubim cuspicaudus_Revuelto;5079;10299
Casino_Sciades proops_Grande;10759;13998
Casino_Bagre filamentosus_Mediano;9537;12004
Pizarro_Bagre pinnimaculatus_Grande;6000;7000
Guacamayo_Hoplias malabaricus_Revuelto;1544;2045
Purricha_Cynoscion albus_Mediano;12000;12000
Purricha_Bagre pinnimaculatus_Mediano;5800;10000
Mayapo_Eucinostomus melanopterus_Mediano;7000;10000
Pizarro_Epinephelus quinquefasciatus_Pequeño;8000;8000
Guacamayo_Caquetaia kraussii_Revuelto;1415;1834
San José_Megaleporinus muyscorum_Revuelto;1958;5116
Guacamayo_Oreochromis niloticus_Pequeño;3000;3000
San José_Pimelodus yuma_Revuelto;2269;4715
San José_Cyphocharax magdalenae_Revuelto;1051;3519
Guacamayo_Oreochromis niloticus_Grande;6000;7200
San José_Pseudoplatystoma magdaleniatum_Pequeño;3000;6013
