SITIODESEMBARCO_METODO_ESPECIE;Cuartil_inf_kg_IND_hist;Cuartil_sup_kg_IND_hist
Manaure Abajo_ Palangre o espinel de fondo_Epinephelus itajara;6,430000091;39,8
Marralú_ Chinchorro continental_Ageneiosus pardalis;0,227999999;0,5
Marralú_ Red de enmalle fija continental_Pseudoplatystoma magdaleniatum;0,25;5,420833333
Pesquera Aspabab_ Red de enmalle fija marina_Caranx caninus;0,362142851;5,7125
Berrugas_ Red de enmalle de encierro marina_Caranx hippos;0,424205607;7,220000052
Casco Urbano (Arauca)_ Chinchorro continental_Pseudoplatystoma orinocoense;1,56000003;8,191111106
Casco Urbano (Arauca)_ Chinchorro continental_Semaprochilodus laticeps;1,101372549;1,592666667
Casco Urbano (Arauca)_ Chinchorro continental_Prochilodus mariae;0,350249428;0,620879121
Casco Urbano (Arauca)_ Chinchorro continental_Piaractus orinoquensis;0,722083329;8,400000191
Monserrate_ Chinchorro continental_Semaprochilodus laticeps;1,033024401;1,122790718
Monserrate_ Chinchorro continental_Hydrolycus armatus;1,5;1,5
Monserrate_ Chinchorro continental_Piaractus orinoquensis;2,675;5,825
Pesquera Aspabab_ Red de enmalle fija marina_Centropomus robalito;0,400000006;1
Pesquera Aspabab_ Red de enmalle fija marina_Lutjanus jordani;14;14
Curillo_ Palangre calandrio_Pinirampus pirinampu;1,26000005;3,11875
Curillo_ Palangre calandrio_Sorubimichthys planiceps;2,399999976;6,274999857
Puerto Arriba (Dibulla)_ Red de enmalle fija marina_Diapterus auratus;0,155906593;0,333333333
Puerto Arriba (Dibulla)_ Red de enmalle fija marina_Macrodon ancylodon;0,3;0,5
Puerto Arriba (Dibulla)_ Red de enmalle fija marina_Caranx hippos;0,275;7,75
Puerto Arriba (Dibulla)_ Red de enmalle fija marina_Hypanus guttatus;2,5;2,5
Puerto Arriba (Dibulla)_ Red de enmalle fija marina_Cathorops wayuu;0,17;0,245833333
Sivirú_ Red de enmalle fija marina_Scomberomorus sierra;0,353333333;2,5
Sivirú_ Red de enmalle fija marina_Bagre pinnimaculatus;0,5;3,275
Sivirú_ Red de enmalle fija marina_Larimus argenteus;0,166666667;0,630416667
Sivirú_ Red de enmalle fija marina_Sciades dowii;0,5;5,125
Sivirú_ Palangre o espinel de fondo_Epinephelus quinquefasciatus;1,652083333;31,5
Popoya Playa_ Red de enmalle fija marina_Centropomus undecimalis;0,430571434;3,265000069
Popoya Playa_ Red de enmalle fija marina_Selene vomer;0,437500007;2,925000012
Popoya Playa_ Red de enmalle fija marina_Pseudobatos percellens;0,438333319;0,592500022
Arrimadero La Unión_ Palangre o espinel de fondo_Hyporthodus acanthistius;1,118421053;5,090283401
Arrimadero La Unión_ Palangre o espinel de fondo_Seriola rivoliana;4,685714286;12,9
Arrimadero La Unión_ Palangre o espinel de fondo_Caranx sexfasciatus;0,771688042;3,0625
Arrimadero La Unión_ Palangre o espinel de fondo_Caranx caballus;0,333303753;0,376888945
Arrimadero La Unión_ Palangre o espinel de fondo_Haemulon flaviguttatum;0,353448276;0,353448276
Arrimadero La Unión_ Palangre o espinel de fondo_Scomberomorus sierra;0,731598063;1,575
Bocanegra_ Red de enmalle de encierro marina_Lutjanus griseus;0,089999998;0,162
Arrimadero La Unión_ Red de enmalle fija marina_Seriola rivoliana;0,515324519;2,330357143
Arrimadero La Unión_ Red de enmalle fija marina_Seriola peruana;1,191666667;1,641666667
Orejero_ Red de enmalle fija continental_Sternopygus aequilabiatus;0,277916661;0,974166682
Puerto (Orocué)_ Red de enmalle fija continental_Brachyplatystoma filamentosum;17,07499924;31,02499924
Puerto (Orocué)_ Red de enmalle fija continental_Brachyplatystoma rousseauxii;4,569999933;18,08499966
Puerto (Orocué)_ Red de enmalle fija continental_Zungaro zungaro;4,140000057;32,70000076
Puerto Chaparro_ Red de enmalle de deriva continental_Triportheus magdalenae;0,125999999;0,163999999
Las Flores_ Palangre o espinel de fondo_Micropogonias furnieri;0,480000001;1,039999978
Codis_ Atarraya_Opisthonema oglinum;0,09375;0,113489736
Betania (Montecristo)_ Red de enmalle fija continental_Pseudoplatystoma magdaleniatum;0,348249996;1,587000036
Belén (San Marcos)_ Chinchorra_Sorubim cuspicaudus;0,416666667;0,416666667
San José_ Red de enmalle fija continental_Curimata mivartii;0,143828568;0,180855267
San José_ Red de enmalle fija continental_Cyphocharax magdalenae;0,083978657;0,142018313
Bahía de Cispatá_ Chinchorro marino_Trachinotus goodei;0,525;0,975
Bahía de Cispatá_ Chinchorro marino_Lutjanus purpureus;0,629999995;5
Bahía de Cispatá_ Chinchorro marino_Elops smithi;0,413333333;3
Bahía de Cispatá_ Chinchorro marino_Menticirrhus americanus;0,064285714;0,165151515
Bahía de Cispatá_ Atarraya_Ariopsis canteri;0,20952381;1,025
El Valle_ Línea de mano fija marina_Nematistius pectoralis;0,865;3,835
Barrio Chino_ Línea de mano fija continental_Caquetaia kraussii;0,157357144;0,215857142
Barrio Chino_ Línea de mano fija continental_Megaleporinus muyscorum;0,368000013;0,494
Bahía de Santa Marta_ Red de enmalle fija marina_Seriola rivoliana;0,207999992;1,200000048
Bahía de Santa Marta_ Red de enmalle fija marina_Scarus vetula;0,146666669;0,560000022
Bahía de Santa Marta_ Red de enmalle fija marina_Sparisoma chrysopterum;0,186770836;0,484499991
Bahía de Santa Marta_ Línea de mano fija marina_Haemulon plumieri;0,219666668;0,854166667
Bahía de Santa Marta_ Línea de mano fija marina_Epinephelus adscensionis;0,150375006;4,015500054
Bahía de Santa Marta_ Línea de mano fija marina_Holocentrus adscensionis;0,216180553;0,307430555
Bahía de Santa Marta_ Línea de mano fija marina_Lutjanus vivanus;0,25;1
La Tagua_ Palangre calandrio_Zungaro zungaro;4,5;34
La Tagua_ Palangre calandrio_Hydrolycus armatus;0,849999994;5,049999952
Locadía_ Línea de mano fija marina_Caranx crysos;0,127013423;0,278666666
Pizarro_ Red de enmalle de deriva marina_Carcharhinus falciformis;0,666025641;3,014285714
Pizarro_ Red de enmalle de deriva marina_Bagre pinnimaculatus;0,358333333;3,346666718
El Puente_ Atarraya_Hoplias malabaricus;0,232424233;0,357499986
Barrio Chino_ Red de enmalle de deriva continental_Pimelodus grosskopfii;0,519999981;0,519999981
Carrizal_ Red de enmalle fija marina_Hypanus guttatus;4,395000076;10,58999991
Puerto Colorado_ Red de enmalle de deriva continental_Ageneiosus pardalis;0,618000013;0,8565
San Nicolás (Nechí)_ Red de enmalle de deriva continental_Ageneiosus pardalis;0,358433326;1,5
San Nicolás (Nechí)_ Red de enmalle de deriva continental_Cynopotamus magdalenae;0,133142859;0,25
San Nicolás (Nechí)_ Red de enmalle de deriva continental_Megaleporinus muyscorum;0,189666667;0,40259999
Margento_ Línea de mano fija continental_Sorubim cuspicaudus;0,670500016;1,223499984
Berlín_ Línea de mano fija continental_Ageneiosus pardalis;0,519999981;1,5
Cecilia_ Red de enmalle fija continental_Curimata mivartii;0,092814283;0,190952381
Puerto del Cerrito_ Red de enmalle fija continental ciénaga_Pimelodus yuma;0,0875;0,194625604
San Nicolás (Santa Cruz De Mompox)_ Red de enmalle fija continental_Pseudoplatystoma magdaleniatum;0,233333329;1,25999999
Poportín_ Buceo marino mixto_Rhinoptera brasiliensis;8,333333333;8,333333333
Locadía_ Línea de mano fija marina_Sphyraena guachancho;0,18125;0,441666667
San Nicolás (Nechí)_ Atarraya_Cynopotamus magdalenae;0,135249999;0,255333328
San Nicolás (Nechí)_ Atarraya_Megaleporinus muyscorum;0,204949998;0,374050001
Puerto Chaparro_ Red de enmalle de deriva continental_Megalops atlanticus;1,75;4,65
Méjico_ Palangre calandrio_Ageneiosus pardalis;0,668333333;1,298499954
Locadía_ Línea de mano fija marina_Lutjanus synagris;0,067714288;0,214285714
Berlín_ Red de enmalle de deriva continental_Pseudoplatystoma magdaleniatum;0,541999996;3,889999962
Puerto Principal (Puerto Lleras)_ Línea de mano fija continental_Sorubim lima;0,423333327;0,423333327
Puerto Principal (Puerto Lleras)_ Línea de mano fija continental_Pinirampus pirinampu;2,044750035;3,522499967
Puerto Principal (Puerto Lleras)_ Línea de mano fija continental_Piaractus orinoquensis;3,012399914;4,873333316
San Nicolás (Nechí)_ Red de enmalle de deriva continental_Curimata mivartii;0,07;0,206039214
Puerto Principal (Puerto Lleras)_ Atarraya_Prochilodus mariae;0,279892861;0,869392862
Puerto Franco_ Red de enmalle fija continental_Triportheus magdalenae;0,101250002;0,158124999
Puerto Franco_ Red de enmalle fija continental_Curimata mivartii;0,060000002;0,094819549
La Mata_ Chinchorra_Plagioscion magdalenae;0,199388587;1,145833333
Mapiripán_ Chinchorro continental_Brycon amazonicus;1,139999962;1,139999962
Mapiripán_ Chinchorro continental_Sorubimichthys planiceps;5,335000181;5,96500001
Mapiripán_ Chinchorro continental_Plagioscion squamosissimus;1,399999976;1,399999976
Cabo de la Vela_ Línea de mano fija marina_Lachnolaimus maximus;0,319500011;0,670499998
Plaza de mercado (La Dorada)_ Palangre calandrio_Sorubim cuspicaudus;0,4875;1,313499951
San Nicolás (Nechí)_ Red de enmalle fija continental_Cynopotamus magdalenae;0,14416129;0,25999999
San Nicolás (Nechí)_ Red de enmalle fija continental_Megaleporinus muyscorum;0,229785714;0,37515
Méjico_ Red de enmalle fija continental_Ageneiosus pardalis;0,383333325;1,558428524
Mapiripán_ Red de enmalle de deriva continental_Brachyplatystoma platynemum;2,705000043;7,344999933
El Ferry_ Red de enmalle fija continental ciénaga_Cyphocharax magdalenae;0,052459785;0,068658289
Pantuuchitu_ Red de enmalle fija marina_Anisotremus virginicus;0,187999994;0,601999992
Playa Necoclí_ Red de enmalle fija marina campaña_Chloroscombrus chrysurus;0,050389654;0,052770449
Mapiripán_ Red de enmalle de deriva continental_Sorubimichthys planiceps;7,715999985;17,86000004
La Mata_ Chinchorro continental_Megaleporinus muyscorum;0,156855867;0,16776148
Caño Mina_ Red de enmalle de deriva continental_Pellona castelnaeana;3,150000095;3,150000095
Puerto Rico [Meta]_ Palangre calandrio_Hydrolycus armatus;3,144999969;9,075000191
Puerto Rico [Meta]_ Palangre calandrio_Leiarius marmoratus;1,352500021;3,258333389
Palomar_ Atarraya_Sorubim cuspicaudus;0,396999989;0,792499998
Playa de Arusí_ Palangre o espinel de fondo_Hyporthodus niphobles;0,811428581;5,95
Playa de Arusí_ Palangre o espinel de fondo_Epinephelus spp.;8,975;19,55
Cangrejito_ Palangre o espinel de fondo_Epinephelus adscensionis;2,85;18,9
Cangrejito_ Red de enmalle fija marina_Trichiurus lepturus;0,5;1
Playa de Arusí_ Palangre o espinel de fondo_Brotula ordwayi;0,895000008;3,425
Playa Necoclí_ Red de enmalle fija marina_Caranx crysos;0,151699926;0,230962829
Playa Necoclí_ Red de enmalle fija marina_Lutjanus synagris;0,166666667;0,4
Marralú_ Red de enmalle fija continental_Cynopotamus magdalenae;0,162000004;0,233333329
Marralú_ Red de enmalle fija continental_Sorubim cuspicaudus;0,239999995;1,71875
Puerto Arango_ Atarraya_Brycon hilarii;1;1
Arroyito_ Atarraya_Cetengraulis edentulus;0,04380265;0,251261263
Tasajera La Playa_ Red de enmalle fija marina_Scomberomorus cavalla;2;6
Playa de Arusí_ Palangre o espinel de fondo_Seriola peruana;3;4,5
Playa de Arusí_ Red de enmalle fija marina_Hoplopagrus guentherii;3;3
Paujil_ Línea de mano fija continental_Triportheus venezuelensis;0,048125;0,095937501
Paujil_ Línea de mano fija continental_Myloplus asterias;0,136079546;0,216071433
Candelaria (Chimichagua)_ Red de enmalle fija continental ciénaga_Sorubim cuspicaudus;0,5;0,5
Lamas_ Red de enmalle fija continental_Oreochromis niloticus;0,134615385;0,433874989
Lamas_ Red de enmalle de encierro continental_Hoplias malabaricus;0,100000001;0,195000003
Lamas_ Red de enmalle de encierro continental_Megaleporinus muyscorum;0,066666668;0,145357141
Belén (San Marcos)_ Chinchorra_Cyphocharax magdalenae;0,059971758;0,072047542
Puerto Arriba (Dibulla)_ Red de enmalle de encierro marina_Rhinoptera bonasus;4;4
Berrugas_ Chinchorro marino_Archosargus rhomboidalis;0,142857143;0,23
Bellavista_ Chinchorro de jala playa_Mugil liza;0,795000005;1,560000026
Bellavista_ Línea de mano fija marina_Elagatis bipinnulata;0,55;1,359999979
San José_ Red de enmalle fija continental_Oreochromis niloticus;0,184615392;0,246111115
Puerto (Orocué)_ Red de enmalle fija continental_Semaprochilodus laticeps;1,099329728;2,664999974
San José_ Chinchorra_Plagioscion magdalenae;0,194196425;0,524250011
Puerto de desembarco (Mitú)_ Línea de mano fija continental_Sternopygus macrurus;0,11008547;0,470111117
Puerto de desembarco (Mitú)_ Línea de mano fija continental_Geophagus abalios;0,143516483;0,419748536
San José_ Chinchorra_Cyphocharax magdalenae;0,080924663;0,098255826
Puerto de desembarco (Mitú)_ Arpón_Geophagus abalios;0,094749998;0,390937513
Puerto de desembarco (Mitú)_ Arpón_Hydrolycus wallacei;0,285000002;1,899999976
Guacamayo_ Red de enmalle fija continental_Ageneiosus pardalis;0,217999999;1
San José_ Atarraya_Cyphocharax magdalenae;0,087534897;0,131260505
Las Flores_ Red de enmalle de deriva marina_Notarius grandicassis;1,049999982;4,399999976
Champaché_ Red de enmalle fija marina_Melongena melongena;0,3;0,3
Champaché_ Red de enmalle fija marina_Mugil incilis;0,132961534;0,625833338
Orpua_ Red de enmalle fija marina_Bagre panamensis;0,15;0,777777778
Champaché_ Red de enmalle fija marina_Elops smithi;0,165757577;0,840000014
Mayapo_ Red de enmalle fija marina_Archosargus rhomboidalis;0,25;0,25
El Puente_ Red de encierro rastra_Plagioscion magdalenae;0,412000017;3,339999962
Orpua_ Red de enmalle fija marina_Hemiramphus saltator;0,64000001;4,5
Orpua_ Red de enmalle fija marina_Oligoplites altus;0,34375;2,46875
Malecón (Puerto Gaitán)_ Atarraya_Pseudoplatystoma metaense;2,666666667;2,666666667
Malecón (Puerto Gaitán)_ Atarraya_Hydrolycus armatus;1,264999986;2,85
Malecón (Puerto Gaitán)_ Atarraya_Mylossoma albiscopum;0,406111107;0,910833333
Malecón (Puerto Gaitán)_ Atarraya_Brachyplatystoma vaillantii;1,221666667;1,491666667
Puerto Chaparro_ Atarraya_Cynopotamus magdalenae;0,166019234;0,283999999
Guacamayo_ Chinchorro continental_Prochilodus magdalenae;0,14686667;0,514166667
Guacamayo_ Chinchorro continental_Pseudoplatystoma magdaleniatum;0,266666671;5,333333333
Guacamayo_ Chinchorro continental_Megaleporinus muyscorum;0,169999998;0,29000001
Guacamayo_ Chinchorro continental_Sorubim cuspicaudus;0,288000011;2,04000001
Guacamayo_ Chinchorro continental_Triportheus magdalenae;0,0757;0,096399999
Chacón_ Red de enmalle fija marina_Bagre pinnimaculatus;0,627884615;1,333333333
Chacón_ Red de enmalle fija marina_Cynoscion albus;0,496153846;1,279580897
Chacón_ Red de enmalle fija marina_Cynoscion phoxocephalus;0,433333333;1,477142857
Chacón_ Red de enmalle fija marina_Larimus spp.;0,394396552;0,653381643
Guacamayo_ Red de enmalle fija continental_Pimelodus yuma;0,084857143;0,163999999
Puerto de Gamarra_ Chinchorro continental_Megaleporinus muyscorum;0,172285714;0,4625
Guacamayo_ Chinchorro continental_Cynopotamus magdalenae;0,122142856;0,167499999
La Boquilla_ Red de enmalle fija marina_Gerres cinereus;0,076923077;0,076923077
Locadía_ Línea de mano fija marina_Haemulopsis corvinaeformis;0,060637315;0,091394706
Locadía_ Línea de mano fija marina_Chloroscombrus chrysurus;0,076794354;0,155
Carrizal_ Red de enmalle fija marina_Scomber colias;0,49761906;1,347222222
Puerto del Pescado (San José Del Guaviare)_ Red de enmalle fija continental_Plagioscion squamosissimus;2,5;2,5
Puerto del Pescado (San José Del Guaviare)_ Red de enmalle fija continental_Hypophthalmus edentatus;1,100000024;1,100000024
Puerto del Pescado (San José Del Guaviare)_ Red de enmalle fija continental_Hydrolycus armatus;2,700000048;2,700000048
Berlín_ Palangre calandrio_Pseudoplatystoma magdaleniatum;0,375;5,475
Puerto del Pescado (San José Del Guaviare)_ Línea de mano fija continental_Pseudoplatystoma metaense;2,779999948;10,73000045
Puerto del Pescado (San José Del Guaviare)_ Línea de mano fija continental_Plagioscion squamosissimus;1,475000024;1,475000024
Puerto del Pescado (San José Del Guaviare)_ Línea de mano fija continental_Pinirampus pirinampu;3,549999952;3,549999952
Puerto del Pescado (San José Del Guaviare)_ Línea de mano fija continental_Hypophthalmus edentatus;1;1
Puerto del Pescado (San José Del Guaviare)_ Línea de mano fija continental_Ageneiosus inermis;0,649999976;0,649999976
Puerto del Pescado (San José Del Guaviare)_ Línea de mano fija continental_Zungaro zungaro;2,599999905;2,599999905
Puerto Abajo (Dibulla)_ Chinchorro camaronero_Hypanus guttatus;1,5;13,025
Puerto Abajo (Dibulla)_ Chinchorro camaronero_Styracura schmardae;1;1
Sempegua_ Chinchorro continental_Pseudoplatystoma magdaleniatum;1,3375;2,883333333
Jodedor_ Red de enmalle fija marina_Centropomus pectinatus;0,98;2,5
Puerto Abajo (Dibulla)_ Chinchorro camaronero_Sciades proops;0,85;3,85
Sempegua_ Chinchorra_Sorubim cuspicaudus;0,64933333;2,355999947
Santa Rosa_ Buceo marino mixto_Hypanus guttatus;42;42
El Ferry_ Red de enmalle fija continental río_Cyphocharax magdalenae;0,053225872;0,069714121
Morrosquillo_ Línea de mano fija marina_Sciades proops;0,35;5,3
Tasajera La Playa_ Palangre o espinel de fondo_Caranx crysos;0,226086957;0,5
Puente Chambacú - Río Jella_ Línea de mano fija marina_Microlepidotus brevipinnis;0,892857143;0,892857143
La Pedrera_ Red de enmalle de deriva continental_Brycon amazonicus;0,371059744;0,757663306
La Pedrera_ Red de enmalle de deriva continental_Brycon melanopterus;0,347701603;0,430631569
El Ferry_ Red de enmalle fija continental ciénaga_Pseudoplatystoma magdaleniatum;0,240571438;1,5
Marralú_ Atarraya_Pseudoplatystoma magdaleniatum;0,255;4,079999828
Marralú_ Atarraya_Sorubim cuspicaudus;0,3;1
Marralú_ Atarraya_Cynopotamus magdalenae;0,166666667;0,245333337
Caño Lobo_ Palangre o espinel de fondo_Eugerres plumieri;0,48125;2,39375
El Ferry_ Red de enmalle fija continental ciénaga_Sorubim cuspicaudus;0,25;1
La Pedrera_ Red de enmalle fija continental_Brachyplatystoma rousseauxii;9,431249619;33,94999886
