SITIODESEMBARCO_METODO_ESPECIE;Cuartil_inf_VALOR_Hist;Cuartil_sup_VALOR_Hist
Nueva Colonia_Red de enmalle - Red de enmalle de encierro marina_Bagre filamentosus;10000;120000
Nueva Colonia_Red de enmalle - Red de enmalle de encierro marina_Callinectes bocourti;8000;40000
Nueva Colonia_Red de enmalle - Red de enmalle de encierro marina_Bairdiella ronchus;27200;213000
Yaguará_Red de enmalle - Red de enmalle fija continental_Oreochromis niloticus;26150;364800
Yaguará_Red de enmalle - Red de enmalle fija continental_Oreochromis spp.;12360;108160
La T_Red de enmalle - Red de enmalle de encierro marina_Haemulon bonariense;58800;674400
Mercado (Lorica)_Atarraya - Atarraya_Prochilodus magdalenae;5000;120000
Mercado (Lorica)_Atarraya - Atarraya_Megaleporinus muyscorum;1500;90000
Mercado (Lorica)_Atarraya - Atarraya_Sorubim cuspicaudus;1000;23100
El Porvenir_Buceo - Buceo marino mixto_Lobotes surinamensis;54450;80550
La T_Red de enmalle - Red de enmalle de encierro marina_Balistes capriscus;18000;468000
Tasajera La Playa_Palangre o Espinel - Palangre o espinel de fondo_Sciades proops;18725;475640
Mercado (Lorica)_Atarraya - Atarraya_Cyphocharax magdalenae;5000;56400
Mercado (Lorica)_Atarraya - Atarraya_Hoplias malabaricus;430;3430
Manaure Abajo_Palangre o Espinel - Palangre o espinel de fondo_Epinephelus itajara;109680;960320
Manaure Abajo_Palangre o Espinel - Palangre o espinel de fondo_Seriola dumerili;51100;51100
La T_Red de enmalle - Red de enmalle de encierro marina_Haemulon steindachneri;27400;424750
Playa de Arusí_Línea de mano - Línea de mano fija marina_Selar crumenophthalmus;12550;64750
Manaure Abajo_Red de enmalle - Red de enmalle de encierro marina_Chloroscombrus chrysurus;433440;792320
Mercado (Lorica)_Atarraya - Atarraya_Cynopotamus atratoensis;500;5000
Puerto Bogotá_Atarraya - Atarraya_Pimelodus grosskopfii;23900;82750
Playa de Arusí_Línea de mano - Línea de mano fija marina_Caranx sexfasciatus;12600;203700
Playa de Arusí_Línea de mano - Línea de mano fija marina_Lutjanus guttatus;16000;264000
Playa de Arusí_Línea de mano - Línea de mano fija marina_Lutjanus argentiventris;11475;427525
Mayapo_Red de enmalle - Red de enmalle langostera_Panulirus argus;69000;378400
La Playa (El Banco)_Chinchorro continental - Chinchorra_Sorubim cuspicaudus;18420;63160
La Playa (El Banco)_Chinchorro continental - Chinchorra_Pseudoplatystoma magdaleniatum;22960;88140
La Playa (El Banco)_Chinchorro continental - Chinchorra_Megaleporinus muyscorum;4100;44020
Paujil_Red de enmalle - Red de enmalle fija continental_Prochilodus mariae;28685;282185
Puerto Bogotá_Cóngolo/Barredera - Cóngolo_Pimelodus grosskopfii;20000;70000
Mercado (Lorica)_Palangre o Espinel - Palangre calandrio_Sorubim cuspicaudus;14000;150000
Playa de Arusí_Palangre o Espinel - Palangre o espinel de fondo_Brotula clarkae;10400;433500
Playa de Arusí_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus novemfasciatus;68600;243000
Playa de Arusí_Palangre o Espinel - Palangre o espinel de fondo_Hyporthodus acanthistius;8000;163650
Mercado (Lorica)_Red de enmalle - Red de enmalle fija continental_Sorubim cuspicaudus;1500;40000
Mercado (Lorica)_Red de enmalle - Red de enmalle fija continental_Prochilodus magdalenae;20000;3,00E+05
Mercado (Lorica)_Red de enmalle - Red de enmalle fija continental_Hoplias malabaricus;1000;14510
Mercado (Lorica)_Red de enmalle - Red de enmalle fija continental_Caquetaia kraussii;910;23600
Yaguará_Chinchorro continental - Chinchorra_Oreochromis niloticus;31400;460375
Barrio La Unión_Red de enmalle - Red de enmalle fija marina_Umbrina coroides;2650;21900
Barrio La Unión_Red de enmalle - Red de enmalle fija marina_Larimus breviceps;2100;45000
Barrio La Unión_Red de enmalle - Red de enmalle fija marina_Conodon nobilis;3260;22420
Barrio La Unión_Red de enmalle - Red de enmalle fija marina_Sciades proops;6400;55900
Mayapo_Buceo - Buceo de langosta_Panulirus argus;9450;192550
Puerto Ciénaga de Paredes_Red de enmalle - Red de enmalle fija continental_Prochilodus magdalenae;33000;76500
Mayapo_Buceo - Buceo marino mixto_Panulirus argus;12000;102650
Barrio La Unión_Red de enmalle - Red de enmalle fija marina_Elops smithi;3000;118840
Barrio La Unión_Red de enmalle - Red de enmalle fija marina_Eugerres plumieri;5880;58350
La Isla de los Palacios_Red de enmalle - Red de enmalle fija continental_Prochilodus magdalenae;10340;50200
La Isla de los Palacios_Red de enmalle - Red de enmalle fija continental_Hoplias malabaricus;625;12075
La Playa (El Banco)_Chinchorro continental - Chinchorra_Plagioscion magdalenae;7020;30340
Mayapo_Buceo - Buceo marino mixto_Lachnolaimus maximus;12000;98000
El Porvenir_Línea de mano - Línea de mano fija marina_Scomberomorus cavalla;10000;147200
El Porvenir_Línea de mano - Línea de mano fija marina_Seriola dumerili;11000;11000
Barrio La Unión_Red de enmalle - Red de enmalle langostera_Panulirus argus;28800;354960
Mayapo_Buceo - Buceo marino mixto_Hyporthodus nigritus;14000;115100
Mayapo_Buceo - Buceo marino mixto_Octopus vulgaris;19000;105000
Puerto Ciénaga de Paredes_Red de enmalle - Red de enmalle fija continental_Hoplias malabaricus;2000;8550
La Isla de los Palacios_Red de enmalle - Red de enmalle fija continental_Caquetaia kraussii;225;4325
Puerto Ciénaga de Paredes_Trampas o Nasas - Nasas de Peces_Pimelodus yuma;36400;62055
La Playa (El Banco)_Trampas o Nasas - Nasas de Peces_Pimelodus yuma;135600;592200
Las Delicias_Red de enmalle - Red de enmalle fija marina_Caranx crysos;8000;64715
Las Delicias_Red de enmalle - Red de enmalle fija marina_Bagre filamentosus;3815;33390
Las Delicias_Red de enmalle - Red de enmalle fija marina_Umbrina coroides;5750;78750
Puerto de desembarco (Barrancominas)_Línea de mano - Línea de mano fija continental_Pseudoplatystoma metaense;27060;54600
Barrio La Unión_Palangre o Espinel - Palangre o espinel de fondo_Sciades proops;8900;142050
Las Delicias_Red de enmalle - Red de enmalle fija marina_Opisthonema oglinum;4240;24985
Las Delicias_Red de enmalle - Red de enmalle fija marina_Haemulon plumieri;5540;70300
Las Delicias_Red de enmalle - Red de enmalle fija marina_Haemulon bonariense;3000;22800
Las Delicias_Red de enmalle - Red de enmalle fija marina_Lutjanus synagris;7090;80865
Las Delicias_Red de enmalle - Red de enmalle fija marina_Scomberomorus brasiliensis;8520;107520
La Playa (El Banco)_Chinchorro continental - Chinchorro continental_Pseudoplatystoma magdaleniatum;29475;354375
La Playa (El Banco)_Chinchorro continental - Chinchorro continental_Sorubim cuspicaudus;21375;146000
La Playa (El Banco)_Chinchorro continental - Chinchorro continental_Plagioscion magdalenae;13590;36950
La Playa (El Banco)_Chinchorro continental - Chinchorro continental_Curimata mivartii;3730;40250
La Playa (El Banco)_Chinchorro continental - Chinchorro continental_Prochilodus magdalenae;10190;103860
Cabo de la Vela_Red de enmalle - Red de enmalle langostera_Caranx crysos;8800;32000
Cabo de la Vela_Red de enmalle - Red de enmalle langostera_Panulirus argus;13300;112000
La Playa (El Banco)_Chinchorro continental - Chinchorro continental_Megaleporinus muyscorum;4000;18960
Cabo de la Vela_Red de enmalle - Red de enmalle langostera_Lachnolaimus maximus;11700;43500
Yaguará_Red de enmalle - Red de enmalle fija continental_Prochilodus magdalenae;11740;134060
Ciénaga del Totumo_Atarraya - Atarraya_Oreochromis niloticus;17000;84000
La Playa (El Banco)_Red de enmalle - Red de enmalle de deriva continental_Colossoma macropomum;62330;77090
Cabo Marzo_Línea de mano - Línea de mano fija marina_Elagatis bipinnulata;86000;2897400
Cabo Marzo_Línea de mano - Línea de mano fija marina_Lutjanus peru;117700;3736080
Cabo Marzo_Línea de mano - Línea de mano fija marina_Thunnus albacares;103200;2808000
Arquimedes_Línea de mano - Línea de mano fija marina_Trichiurus lepturus;6000;43000
Poportín_Buceo - Buceo marino mixto_Panulirus argus;25025;224750
Poportín_Buceo - Buceo marino mixto_Mycteroperca bonaci;24000;113040
Poportín_Buceo - Buceo marino mixto_Melongena melongena;22000;118720
Camarones_Red de enmalle - Red de enmalle de deriva marina_Centropomus undecimalis;35700;242000
Camarones_Red de enmalle - Red de enmalle de deriva marina_Haemulon plumieri;19900;94600
Camarones_Red de enmalle - Red de enmalle de deriva marina_Trichiurus lepturus;3450;53250
Camarones_Red de enmalle - Red de enmalle de deriva marina_Mugil liza;70000;70000
Tagachí_Red de enmalle - Red de enmalle fija continental_Prochilodus magdalenae;3045;56920
Poportín_Buceo - Buceo marino mixto_Lachnolaimus maximus;24000;87000
Desembarcadero (Murindó)_Red de enmalle - Red de enmalle fija continental_Prochilodus magdalenae;9600;129115
El Muelle (Puerto López)_Chinchorro continental - Chinchorro continental_Phractocephalus hemioliopterus;61200;182900
El Muelle (Puerto López)_Chinchorro continental - Chinchorro continental_Hydrolycus armatus;20775;283000
El Muelle (Puerto López)_Chinchorro continental - Chinchorro continental_Pimelodina flavipinnis;78400;414000
El Muelle (Puerto López)_Chinchorro continental - Chinchorro continental_Pseudoplatystoma orinocoense;42000;402575
Agropez_Red de enmalle - Red de enmalle fija marina_Trichiurus lepturus;105000;699250
Las Balsas_Chinchorro continental - Chinchorro continental_Pseudoplatystoma orinocoense;134600;534000
Las Balsas_Chinchorro continental - Chinchorro continental_Pseudoplatystoma metaense;110000;501000
Desembarcadero (Murindó)_Red de enmalle - Red de enmalle fija continental_Hoplias malabaricus;4345;20200
Popoya Playa_Red de enmalle - Red de enmalle fija marina_Haemulon plumieri;12000;40000
Popoya Playa_Red de enmalle - Red de enmalle fija marina_Lutjanus analis;17000;34000
Popoya Playa_Red de enmalle - Red de enmalle fija marina_Sparisoma chrysopterum;5000;10000
Popoya Playa_Red de enmalle - Red de enmalle fija marina_Calamus penna;8000;21600
Popoya Playa_Red de enmalle - Red de enmalle fija marina_Caranx crysos;12000;36000
Villa Fátima_Red de enmalle - Red de enmalle de encierro marina_Balistes capriscus;18000;213000
Villa Fátima_Red de enmalle - Red de enmalle de encierro marina_Sphyraena barracuda;108000;108000
Villa Fátima_Red de enmalle - Red de enmalle de encierro marina_Haemulon plumieri;54000;481000
Bahía de Santa Marta_Red de enmalle - Red de enmalle fija marina_Lutjanus mahogoni;20000;51250
Bahía de Santa Marta_Red de enmalle - Red de enmalle fija marina_Elops smithi;4500;102000
Bahía de Santa Marta_Red de enmalle - Red de enmalle fija marina_Selar crumenophthalmus;4050;23500
Bahía de Santa Marta_Red de enmalle - Red de enmalle fija marina_Upeneus parvus;4200;22000
Puerto El Waffe marino_Red de enmalle - Red de enmalle fija marina_Mugil incilis;90000;406300
Puerto El Waffe marino_Red de enmalle - Red de enmalle fija marina_Bagre filamentosus;15450;58000
Puerto El Waffe marino_Red de enmalle - Red de enmalle fija marina_Trichiurus lepturus;33600;170000
Puerto El Waffe marino_Red de enmalle - Red de enmalle fija marina_Centropomus ensiferus;112025;380850
Bahía de Santa Marta_Buceo - Buceo de peces_Seriola rivoliana;17850;69150
Uveros_Red de enmalle - Red de enmalle fija marina_Nebris microps;45000;1328400
Uveros_Red de enmalle - Red de enmalle fija marina_Penaeus schmitti;25900;556830
Barrio Abajo (Ciénaga)_Changa - Red de arrastre artesanal o changa_Xiphopenaeus kroyeri;12000;177000
Barrio Abajo (Ciénaga)_Changa - Red de arrastre artesanal o changa_Penaeus schmitti;5000;135000
Puerto El Waffe marino_Red de enmalle - Red de enmalle fija marina_Bairdiella ronchus;30000;108600
Bahía de Santa Marta_Línea de mano - Línea de mano fija marina_Selar crumenophthalmus;17650;236100
Barrio Abajo (Ciénaga)_Red de enmalle - Red de enmalle fija marina_Centropomus pectinatus;6000;99000
Barrio Abajo (Ciénaga)_Red de enmalle - Red de enmalle fija marina_Rhonciscus crocro;4000;12900
Barrio Abajo (Ciénaga)_Red de enmalle - Red de enmalle fija marina_Larimus breviceps;5200;21400
Barrio Abajo (Ciénaga)_Red de enmalle - Red de enmalle fija marina_Micropogonias furnieri;4000;40000
Barrio Abajo (Ciénaga)_Red de enmalle - Red de enmalle fija marina_Scomberomorus brasiliensis;5000;80000
Barrio Abajo (Ciénaga)_Red de enmalle - Red de enmalle de encierro marina_Caranx crysos;95000;1535000
Bahía de Santa Marta_Línea de mano - Línea de mano fija marina_Sphyraena guachancho;10000;150000
Barrio Abajo (Ciénaga)_Red de enmalle - Red de enmalle de encierro marina_Euthynnus alletteratus;18000;241200
Puerto El Waffe marino_Red de enmalle - Red de enmalle fija marina_Strongylura timucu;6000;30000
Puerto El Waffe marino_Red de enmalle - Red de enmalle fija marina_Callinectes bocourti;7000;39100
Bahía de Santa Marta_Línea de mano - Línea de mano fija marina_Seriola rivoliana;7700;164400
Puerto El Waffe marino_Red de enmalle - Red de enmalle fija marina_Conodon nobilis;73000;150000
Bahía de Santa Marta_Línea de mano - Línea de mano fija marina_Caranx crysos;10000;144000
Bahía de Santa Marta_Línea de mano - Línea de mano fija marina_Lutjanus synagris;5600;79200
Bahía de Santa Marta_Línea de mano - Línea de mano fija marina_Elagatis bipinnulata;12000;69700
Bahía de Santa Marta_Línea de mano - Línea de mano fija marina_Euthynnus alletteratus;10000;80000
Bahía de Santa Marta_Línea de mano - Línea de mano fija marina_Thunnus alalunga;10000;226700
Tajamar Occidental_Línea de mano - Línea de mano cometa_Sciades proops;36000;190000
Tajamar Occidental_Línea de mano - Línea de mano cometa_Centropomus undecimalis;55500;645000
Tajamar Occidental_Red de enmalle - Red de enmalle de deriva marina_Macrodon ancylodon;28000;380000
Tajamar Occidental_Red de enmalle - Red de enmalle de deriva marina_Sciades proops;30000;309700
Tajamar Occidental_Red de enmalle - Red de enmalle de deriva marina_Lobotes surinamensis;23750;78000
Tajamar Occidental_Red de enmalle - Red de enmalle de deriva marina_Trichiurus lepturus;8000;117000
El Muelle (Puerto López)_Chinchorro continental - Chinchorro continental_Brachyplatystoma vaillantii;20100;295200
Las Balsas_Chinchorro continental - Chinchorro continental_Brachyplatystoma platynemum;60000;651900
El Muelle (Puerto López)_Chinchorro continental - Chinchorro continental_Brachyplatystoma platynemum;64125;470175
Puerto Arriba (Dibulla)_Trampas o Nasas - Nasas de Peces_Balistes capriscus;210500;1160000
Puerto Arriba (Dibulla)_Trampas o Nasas - Nasas de Peces_Acanthurus bahianus;16500;67050
Puerto Arriba (Dibulla)_Trampas o Nasas - Nasas de Peces_Panulirus argus;18500;304500
Puerto Arriba (Dibulla)_Trampas o Nasas - Nasas de Peces_Calamus penna;20200;179375
Puerto Arriba (Dibulla)_Trampas o Nasas - Nasas de Peces_Haemulon plumieri;20800;148000
Puerto Arriba (Dibulla)_Trampas o Nasas - Nasas de Peces_Lutjanus synagris;27000;302250
Puerto Arriba (Dibulla)_Palangre o Espinel - Palangre o espinel de fondo_Mycteroperca bonaci;182225;582275
Puerto Arriba (Dibulla)_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus analis;44200;96850
Docordó_Línea de mano - Línea de mano fija marina_Lutjanus peru;33250;150000
Docordó_Línea de mano - Línea de mano fija marina_Hoplopagrus guentherii;12600;12600
Docordó_Línea de mano - Línea de mano fija marina_Centropomus armatus;23800;23800
Docordó_Línea de mano - Línea de mano fija marina_Centropomus medius;8470;34930
Docordó_Línea de mano - Línea de mano fija marina_Epinephelus quinquefasciatus;14520;121440
Cangrejito_Red de enmalle - Red de enmalle fija marina_Haemulopsis corvinaeformis;3000;20000
Cangrejito_Red de enmalle - Red de enmalle fija marina_Umbrina coroides;7000;39000
Cangrejito_Red de enmalle - Red de enmalle fija marina_Lutjanus synagris;9000;61000
Puerto Arriba (Dibulla)_Red de enmalle - Red de enmalle de encierro marina_Caranx crysos;37200;721500
Puerto Arriba (Dibulla)_Red de enmalle - Red de enmalle de encierro marina_Chloroscombrus chrysurus;3000;84200
Puerto Arriba (Dibulla)_Red de enmalle - Red de enmalle de encierro marina_Diapterus auratus;2650;45860
Cangrejito_Red de enmalle - Red de enmalle fija marina_Archosargus rhomboidalis;7000;44100
Cangrejito_Red de enmalle - Red de enmalle fija marina_Haemulon bonariense;2000;9650
Cangrejito_Red de enmalle - Red de enmalle fija marina_Tylosurus spp.;4100;5900
Cangrejito_Red de enmalle - Red de enmalle fija marina_Trichiurus lepturus;2000;6800
Puerto Arriba (Dibulla)_Red de enmalle - Red de enmalle de encierro marina_Sphyraena guachancho;6000;491750
Puerto Arriba (Dibulla)_Red de enmalle - Red de enmalle de encierro marina_Tylosurus acus;1500;5400
Puerto Arriba (Dibulla)_Red de enmalle - Red de enmalle de encierro marina_Haemulopsis corvinaeformis;1805;29200
Docordó_Red de enmalle - Red de enmalle de deriva marina_Cynoscion albus;43300;265400
Docordó_Red de enmalle - Red de enmalle de deriva marina_Centropomus armatus;14000;598150
